MU_1;MU_2;MU_3;MU_4;MU_5;MU_6
-0.005935066167306165;0.008562096915355472;0.002884230251691466;0.0004873319828053798;0.0006041384400677488;0.008548715420156722
-0.0059209309753113434;0.008774549826637838;0.002833387318420096;0.002404123396383414;0.00012505250242839092;0.0006909805348133135
-0.0059241466801911585;0.008663505126740955;0.003545467365186245;0.0049875393715379645;0.00027175194130511223;-0.0044894954826209576
-0.005857374796600476;0.008186582515137302;0.00508778071520523;0.007524195556591584;0.0008091139741562196;-0.006284566774843216
-0.005679899473139051;0.007356455177789795;0.007304755360195589;0.009396369410815564;0.001484713837312948;-0.005324366743767439
-0.005388408531692033;0.00621742195173541;0.009888969247221381;0.01023803662058178;0.0020585964198519733;-0.002979172137210238
-0.004992591321492502;0.004831953522994158;0.012446676693992114;0.010004402817553016;0.0023195645025936105;-0.0005720484411769081
-0.004491217655850948;0.0032736716510252824;0.014546398328635295;0.008934736806680667;0.002157408819330381;0.001157164743436149
-0.0038658518185512615;0.001618171424223957;0.015770896638165086;0.0074134342294950575;0.0016462566432826396;0.0021281370262619444
-0.0030970949495518407;-6.702598709468204e-05;0.01579367760981559;0.005817354329859253;0.0010177189158458771;0.0026585641090485146
-0.0021891018636939655;-0.0017216550087573402;0.014462132908511576;0.004456461495835739;0.0004858095376103085;0.00314346472764793
-0.0011796911486039374;-0.003277109186566658;0.011844815521092934;0.003597968184819157;5.7983875125697627e-05;0.003860483812505531
-0.0001270768742330641;-0.004640007644435145;0.008226111286872497;0.0034547945049624535;-0.0004790897091357272;0.004911092566915114
0.0009121925282758206;-0.005693508230790425;0.004065391856716937;0.004089866014797934;-0.0013734856550576204;0.006227429049239668
0.0018928454518777895;-0.006322386217767248;-6.77835180486204e-05;0.005340091511727805;-0.0027079121235886183;0.007588749806930138
0.002774962772399946;-0.006451314423163833;-0.0035937300159602213;0.0068592222751595365;-0.004377642506409236;0.008624258497724255
0.003517589766752276;-0.006075097534794525;-0.006058135227469439;0.008233960906627116;-0.00623045947436839;0.00883236873950369
0.004080955346275209;-0.00526212999644022;-0.007255611044773667;0.009074078127912354;-0.008178690056861442;0.007711017871454206
0.004429462086224337;-0.004132250200466326;-0.007269349806329982;0.009063025740371948;-0.010141750286315044;0.005044040713279052
0.004528721082638864;-0.0028318297084777015;-0.006401923952887612;0.008009645800036611;-0.011885716228651965;0.0011809729328529943
